1	0	1798.27	1181.84
2	0.03	1794.66	1182.98
3	0.07	1788.81	1185.32
4	0.1	1784.96	1186.82
5	0.13	1781.69	1188.03
6	0.17	1778.26	1189.19
7	0.2	1774.56	1190.35
8	0.23	1770.76	1191.51
9	0.27	1767.13	1192.6
10	0.3	1764.21	1193.37
11	0.33	1761.9	1193.9
12	0.37	1759.36	1194.58
13	0.4	1756.2	1195.56
14	0.43	1752.69	1196.67
15	0.47	1749.25	1197.71
16	0.5	1746.06	1198.54
17	0.53	1743.22	1199.16
18	0.57	1740.57	1199.8
19	0.6	1737.28	1200.82
20	0.63	1733.2	1202.19
21	0.67	1729.45	1203.48
22	0.7	1726.59	1204.53
23	0.73	1724.15	1205.48
24	0.77	1721.74	1206.4
25	0.8	1719.36	1207.34
26	0.83	1717.17	1208.32
27	0.87	1715.22	1209.24
28	0.9	1713.23	1210.03
29	0.93	1710.92	1210.89
30	0.97	1708.28	1212
31	1	1705.58	1213.24
32	1.03	1703.13	1214.41
33	1.07	1701.07	1215.41
34	1.1	1699.22	1216.26
35	1.13	1697.31	1217.12
36	1.17	1695.06	1218.25
37	1.2	1692.19	1219.78
38	1.23	1688.94	1221.49
39	1.27	1686.02	1222.93
40	1.3	1683.64	1224.01
41	1.33	1681.62	1224.87
42	1.37	1679.66	1225.79
43	1.4	1677.45	1226.93
44	1.43	1675.14	1228.1
45	1.47	1673.07	1229.05
46	1.5	1671.25	1229.85
47	1.53	1669.7	1230.62
48	1.57	1668.27	1231.43
49	1.6	1666.55	1232.3
50	1.63	1664.14	1233.39
51	1.67	1661.26	1234.82
52	1.7	1658.81	1236.29
53	1.73	1657.02	1237.61
54	1.77	1655.24	1239.14
55	1.8	1653.25	1240.98
56	1.83	1651.65	1242.67
57	1.87	1650.75	1243.79
58	1.9	1650.12	1244.53
59	1.93	1649.29	1245.59
60	1.97	1648.33	1247.19
61	2	1647.51	1248.77
62	2.03	1646.86	1250.15
63	2.07	1646.27	1251.65
64	2.1	1645.6	1253.49
65	2.13	1644.91	1255.62
66	2.17	1644.37	1257.8
67	2.2	1644	1259.57
68	2.23	1643.72	1260.77
69	2.27	1643.47	1262.16
70	2.3	1643.31	1264.41
71	2.33	1643.23	1267.25
72	2.37	1643.22	1269.96
73	2.4	1643.23	1271.71
74	2.43	1643.17	1272.29
75	2.47	1643.06	1272.54
76	2.5	1643.06	1273.55
