1	0	1721.12	1795.13	1790.03	1715.66	1124.14	1343.24	1485.21	1204.72
6	0.17	1719.02	1791.91	1790.5	1712.26	1122.86	1331.81	1470.09	1195.14
11	0.33	1716.16	1788.98	1791.68	1709.75	1121	1320.34	1455.9	1188.05
16	0.5	1712.79	1786.12	1791.14	1703.77	1118.76	1308.71	1440.54	1176.89
21	0.67	1709.96	1782.21	1788.94	1698.46	1116.77	1295.01	1427.05	1168.76
26	0.83	1707.33	1780.14	1787.51	1694.1	1114.85	1285.12	1416.47	1160.9
31	1	1705.19	1777.79	1784.01	1689.43	1113.21	1276.26	1404.42	1153.02
36	1.17	1702.73	1774.99	1779.87	1685.23	1111.74	1265.68	1391.51	1146.77
41	1.33	1697.81	1771.23	1775.77	1682.17	1109.11	1255.37	1380.58	1141.67
46	1.5	1695.57	1766.7	1772.64	1678.46	1107.17	1244.65	1370.75	1135.22
51	1.67	1693.29	1762.84	1769.65	1674.68	1103.67	1235.06	1361.64	1129.27
56	1.83	1691.51	1760.15	1766.3	1671.33	1100.42	1227.7	1351.52	1123.65
61	2	1689.23	1757.15	1762.37	1667.07	1092.91	1219.41	1341.41	1117.62
66	2.17	1687.99	1752.56	1757.02	1663.7	1088.24	1208.63	1330.91	1110.24
71	2.33	1686.27	1750.28	1753.14	1662.11	1082.81	1204.36	1321.88	1106.45
76	2.5	1684.24	1744.26	1749.78	1660.1	1079.08	1196.07	1311.54	1098.92
81	2.67	1683.87	1739.29	1745.5	1659.09	1074.81	1190.72	1300.24	1094.63
86	2.83	1683.06	1733.49	1741.85	1657.6	1070.65	1186.32	1292.35	1089.62
91	3	1681.32	1724.28	1735.51	1656.25	1064.08	1180.61	1283.13	1081.81
96	3.17	1680.48	1719.55	1727.31	1654.56	1061.32	1177.1	1271.79	1076.89
101	3.33	1679.62	1714.21	1722.01	1652.16	1057.64	1173.83	1263.31	1069.39
106	3.5	1679.25	1708.55	1716.98	1650.79	1056.51	1170.38	1255.28	1063.05
111	3.67	1678.85	1700.24	1711.81	1649.47	1052.87	1164.33	1246.07	1059.85
116	3.83	1677.53	1695.11	1706.37	1648.27	1047.28	1159.81	1234.2	1055.66
121	4	1677.56	1691.32	1702.48	1648.05	1044.92	1157.19	1225.38	1054.63
126	4.17	1676.78	1686.54	1699.21	1646.07	1042.45	1153.8	1216.65	1047.78
131	4.33	1676.79	1678.1	1696.21	1644.86	1040.49	1149.09	1208.85	1043.97
136	4.5	1676	1665.09	1693.4	1643.87	1037.24	1146.23	1202.83	1040.72
141	4.67	1675.63	1665.09	1688.68	1642.92	1036.63	1132.08	1193.4	1037.74
146	4.83	1673.74	1665.09	1679.25	1641.8	1028.41	1132.08	1179.25	1034.02
151	5	1673.63	1665.09	1679.25	1640.72	1026.84	1127.36	1179.25	1030.19
156	5.17	1672.34	1650.94	1679.25	1639.72	1021.63	1113.21	1179.25	1027.16
161	5.33	1671.49	1636.79	1679.25	1639.56	1018.45	1099.06	1179.25	1026.35
166	5.5	1671.31	1636.79	1674.53	1637.23	1015.97	1099.06	1174.53	1019.6
171	5.67	1670.91	1632.08	1665.09	1636.64	1013.82	1089.62	1165.09	1018.11
176	5.83	1670.26	1632.08	1660.38	1636.32	1009.21	1089.62	1160.38	1016.35
181	6	1670.42	1632.08	1655.66	1634.97	1009.07	1089.62	1155.66	1011.72
186	6.17	1669.22	1627.36	1655.66	1634.52	1004.25	1080.19	1150.94	1009.92
191	6.33	1668.2	1617.92	1650.94	1632.77	1001.5	1066.04	1141.51	1006.29
196	6.5	1666.94	1613.21	1650.94	1632.08	997.58	1047.17	1141.51	1001.89
201	6.67	1666.3	1608.49	1650.94	1632.77	996.6	1033.02	1141.51	1000.28
206	6.83	1666.16	1608.49	1650.94	1633.38	992.1	1033.02	1136.79	996.91
211	7	1665.96	1603.77	1650.94	1633.84	988.95	1028.3	1136.79	989.98
216	7.17	1665.8	1603.77	1646.23	1633.96	984.43	1028.3	1132.08	988.68
221	7.33	1665.93	1599.06	1644.78	1634.1	982.81	1018.87	1124.94	986.86
226	7.5	1665.88	1599.06	1644.3	1634.66	978.18	1018.87	1120.39	984.18
231	7.67	1667.12	1594.34	1643.48	1635.36	976.22	1014.15	1117.6	980.7
236	7.83	1667.92	1594.34	1643.7	1635.85	972.43	1004.72	1108.71	978.3
241	8	1667.45	1596.12	1643.19	1635.76	966.98	1002.8	1099.62	976.27
246	8.17	1669.81	1595.08	1643.08	1636.06	962.26	999.5	1089.99	973.76
251	8.33	1674.53	1593.22	1640.92	1636.38	962.26	995.53	1080.54	973.78
256	8.5	1683.96	1591.35	1638.57	1637.04	962.26	989.3	1070.75	970.33
261	8.67	1688.68	1590.27	1636.58	1638.07	957.55	983.81	1062.58	967.11
266	8.83	1688.68	1593.02	1636.79	1641.51	957.55	977.07	1051.89	957.55
271	9	1698.11	1594.34	1632.08	1641.51	962.26	966.98	1042.45	952.83
276	9.17	1712.26	1603.77	1632.08	1641.51	966.98	962.26	1042.45	943.4
281	9.33	1721.7	1603.77	1632.08	1641.51	966.98	962.26	1042.45	943.4
286	9.5	1720.8	1608.49	1632.08	1641.51	962.26	957.55	1042.45	943.4
291	9.67	1727.99	1617.92	1627.36	1641.51	963.05	952.83	1033.02	943.4
296	9.83	1735.09	1617.92	1627.36	1650.94	963.68	952.83	1023.58	938.68
301	10	1741.17	1627.36	1627.36	1650.94	965.07	948.11	1014.15	938.68
306	10.17	1748.36	1627.36	1627.36	1650.94	966.67	948.11	1014.15	938.68
311	10.33	1750.96	1627.36	1627.36	1655.66	967.75	948.11	1004.72	933.96
316	10.5	1754.72	1627.36	1627.36	1665.09	967.63	948.11	1004.72	933.96
321	10.67	1757.92	1636.79	1627.36	1669.81	967.83	948.11	990.57	943.4
326	10.83	1762.19	1641.51	1622.64	1679.25	967.57	948.11	985.85	943.4
331	11	1767.09	1650.94	1622.64	1693.4	966.67	948.11	985.85	943.4
336	11.17	1778.3	1660.38	1622.64	1702.83	962.26	948.11	985.85	943.4
341	11.33	1778.3	1660.38	1622.64	1712.26	962.26	948.11	985.85	943.4
346	11.5	1787.74	1660.38	1617.92	1716.98	962.26	948.11	971.7	943.4
351	11.67	1792.45	1669.81	1617.92	1721.7	962.26	952.83	971.7	943.4
356	11.83	1806.6	1674.53	1617.92	1726.42	962.26	952.83	971.7	943.4
361	12	1820.75	1683.96	1617.92	1735.85	966.98	962.26	966.98	948.11
366	12.17	1830.19	1683.96	1617.92	1745.28	966.98	962.26	966.98	952.83
371	12.33	1834.91	1683.96	1622.64	1750	966.98	962.26	962.26	948.11
376	12.5	1844.34	1688.68	1622.64	1768.87	966.98	966.98	962.26	948.11
381	12.67	1849.06	1688.68	1622.64	1773.58	971.7	966.98	952.83	948.11
386	12.83	1853.77	1702.83	1627.36	1773.58	971.7	971.7	948.11	948.11
391	13	1863.21	1702.83	1632.08	1778.3	971.7	971.7	943.4	948.11
396	13.17	1877.36	1702.83	1626.5	1783.02	981.13	971.7	946.61	952.83
401	13.33	1886.91	1721.7	1629.09	1792.45	991.98	976.42	945.51	952.83
406	13.5	1893.22	1740.57	1632.92	1792.45	1002.79	985.85	944.06	952.83
411	13.67	1898.53	1750	1640.09	1801.89	1011.53	985.85	943.02	952.83
416	13.83	1902.04	1758.2	1646.75	1811.32	1020.4	990.45	942.35	952.83
421	14	1900.82	1767.47	1654.09	1816.04	1032.41	992.61	941.92	962.26
426	14.17	1897.56	1777.52	1668.06	1822.56	1040.28	1000.39	941.91	967.54
431	14.33	1891.85	1785.63	1670.97	1830.44	1050.54	1007.32	942.72	973.48
436	14.5	1885.72	1794.07	1674.35	1835.78	1058.43	1015.02	944.85	977.73
441	14.67	1877.25	1802.01	1685.6	1841.35	1067.86	1023.71	949.29	981.25
446	14.83	1872.42	1809.62	1700.37	1850.05	1074.69	1032.1	950.47	986.47
451	15	1866.56	1817.15	1719.05	1855.43	1082.3	1038.71	959.16	989.55
456	15.17	1858.49	1825.47	1735.52	1865.88	1089.62	1045.28	969.94	995.54
461	15.33	1858.49	1830.19	1753.37	1870.11	1094.34	1047.17	979.88	997.81
466	15.5	1858.49	1830.19	1772.72	1875	1103.77	1047.17	989.99	1000.96
471	15.67	1858.49	1839.62	1791.51	1885.05	1117.92	1051.89	999.72	1006.26
476	15.83	1858.49	1839.62	1807.34	1889.21	1117.92	1051.89	1010.64	1007.74
481	16	1863.21	1849.06	1816.04	1896.99	1132.08	1056.6	1018.87	1012.11
486	16.17	1877.36	1863.21	1830.19	1903.43	1132.08	1066.04	1023.58	1014.77
491	16.33	1877.36	1872.64	1849.06	1906.32	1132.08	1080.19	1033.02	1015.8
496	16.5	1886.79	1872.64	1863.21	1911.3	1132.08	1080.19	1042.45	1018.06
501	16.67	1896.23	1872.64	1867.92	1916.63	1132.08	1080.19	1042.45	1020.29
506	16.83	1900.94	1877.36	1882.08	1923.1	1132.08	1080.19	1056.6	1024.24
511	17	1915.09	1886.79	1900.94	1926.55	1132.08	1080.19	1061.32	1025.83
516	17.17	1919.81	1886.79	1910.38	1931.15	1132.08	1080.19	1066.04	1028.41
521	17.33	1933.96	1886.79	1915.09	1935.46	1132.08	1080.19	1066.04	1030.49
526	17.5	1943.4	1896.23	1924.53	1938.68	1136.79	1089.62	1066.04	1031.69
531	17.67	1952.83	1905.66	1933.96	1943.07	1136.79	1094.34	1066.04	1034.44
536	17.83	1952.83	1905.66	1933.96	1946.23	1136.79	1094.34	1066.04	1036.37
541	18	1959.38	1910.38	1943.4	1953.62	1135.44	1094.34	1075.47	1039.87
546	18.17	1964.26	1919.81	1943.4	1955.84	1136.16	1099.06	1075.47	1041.45
551	18.33	1970.23	1919.81	1952.83	1957.65	1136.71	1099.06	1075.47	1042.05
556	18.5	1974.37	1919.81	1952.83	1960.34	1136.24	1099.06	1075.47	1042.37
561	18.67	1979.74	1924.53	1957.55	1962.26	1136.02	1099.06	1075.47	1042.45
566	18.83	1984.69	1924.53	1962.26	1971.7	1135.72	1099.06	1075.47	1042.45
571	19	1990.28	1929.25	1971.7	1971.7	1134.72	1099.06	1075.47	1042.45
576	19.17	1997.1	1929.25	1976.42	1971.7	1133.71	1099.06	1075.47	1042.45
581	19.33	2000.19	1938.68	1976.42	1971.7	1134.39	1108.49	1075.47	1042.45
586	19.5	2006.19	1938.68	1981.13	1981.13	1131.98	1108.49	1075.47	1042.45
