1	0	1955.04	1882.08	1918.63	1817.51	1811.32	1085.11	1212.26	1172.04	1075.67	1070.75
6	0.17	1956.84	1891.51	1900.64	1822.3	1816.04	1098.82	1216.98	1192.6	1074.7	1066.04
11	0.33	1955.85	1900.94	1901.52	1824.7	1830.19	1107.08	1216.98	1201.02	1074.59	1070.75
16	0.5	1956.3	1900.94	1905.03	1811.32	1844.34	1117.54	1216.98	1204.31	1070.93	1075.47
21	0.67	1952.83	1924.53	1905.78	1811.32	1853.77	1127.36	1221.7	1210.99	1066.04	1080.19
26	0.83	1952.83	1924.53	1893.4	1811.32	1863.21	1136.79	1221.7	1201.65	1061.32	1084.91
31	1	1952.83	1943.4	1886.54	1820.75	1863.21	1150.94	1226.42	1209.04	1056.6	1084.91
36	1.17	1957.55	1948.11	1882.37	1830.19	1872.64	1155.66	1226.42	1213.15	1051.89	1089.62
41	1.33	1957.55	1957.55	1878.79	1839.62	1872.64	1160.38	1226.42	1216.98	1047.17	1089.62
46	1.5	1962.26	1971.7	1876.6	1844.34	1882.08	1169.81	1226.42	1222.15	1047.17	1103.77
51	1.67	1966.98	1992.42	1874.92	1853.77	1882.08	1179.25	1226.27	1227.18	1047.17	1103.77
56	1.83	1971.7	2014.15	1875.14	1863.21	1891.51	1183.96	1231.13	1229.74	1047.17	1117.92
61	2	1976.42	2018.87	1875	1867.92	1896.23	1188.68	1231.13	1234.32	1047.17	1132.08
66	2.17	1981.13	2023.58	1876.27	1867.92	1900.94	1193.4	1231.13	1240.02	1051.89	1141.51
71	2.33	1985.85	2033.02	1878.58	1877.36	1905.66	1198.11	1231.13	1247.41	1056.6	1155.66
76	2.5	1995.28	2051.89	1879.3	1886.79	1931.39	1202.83	1226.42	1248.47	1061.32	1172.6
81	2.67	2000	2051.89	1881.94	1896.23	1936.91	1212.26	1226.42	1254.58	1070.75	1180.62
86	2.83	2004.72	2061.32	1884.02	1910.38	1943.58	1216.98	1221.7	1259.57	1075.47	1189.77
91	3	2014.15	2075.47	1888.32	1915.09	1950.88	1216.98	1221.7	1265.12	1080.19	1199.74
96	3.17	2023.58	2099.06	1892.01	1924.53	1957.55	1216.98	1221.7	1268.87	1094.34	1212.26
101	3.33	2028.3	2113.21	1902.56	1943.4	1966.98	1216.98	1221.7	1274.8	1103.77	1216.98
106	3.5	2037.74	2132.08	1916.98	1952.83	1981.13	1226.42	1221.7	1280.35	1108.49	1226.42
111	3.67	2037.74	2136.79	1923.42	1966.98	1981.13	1231.13	1226.42	1284.41	1117.92	1226.42
116	3.83	2047.17	2136.79	1933.12	1971.7	1985.85	1235.85	1231.13	1290.52	1132.08	1231.13
121	4	2056.6	2146.23	1940.74	1985.85	1995.28	1235.85	1231.13	1293.9	1146.23	1235.85
126	4.17	2066.04	2155.66	1953.72	1990.57	2000	1240.57	1235.85	1299.21	1150.94	1240.57
131	4.33	2080.19	2160.38	1964.08	2004.72	2004.72	1245.28	1240.57	1303.22	1160.38	1240.57
136	4.5	2084.91	2176.3	1972.32	2014.15	2018.87	1250	1253.83	1306.23	1165.09	1250
141	4.67	2084.91	2181.36	1977.85	2018.87	2028.3	1259.43	1257.7	1308.45	1169.81	1259.43
146	4.83	2089.62	2189.33	1986.71	2032.69	2033.02	1259.43	1265.72	1312.07	1180.22	1259.43
151	5	2094.34	2198.11	1993.46	2042.63	2037.74	1264.15	1282.23	1315.93	1187.63	1264.15
156	5.17	2099.06	2206.91	2000	2056.6	2047.17	1268.87	1296.66	1319.83	1196.27	1268.87
161	5.33	2103.77	2219.99	2005.23	2064.02	2051.89	1273.58	1313.16	1324.2	1200.81	1273.58
166	5.5	2103.77	2229.38	2013.48	2071.18	2061.32	1278.3	1328.57	1331.81	1206.05	1273.58
171	5.67	2108.49	2237.21	2017.78	2078.42	2061.32	1292.45	1347.82	1335.03	1213.64	1273.58
176	5.83	2113.21	2247.77	2027.25	2086.16	2066.04	1301.89	1367.68	1343.42	1220.75	1273.58
181	6	2116.9	2260.48	2034.1	2100.83	2063.88	1306.43	1386.92	1349.33	1231.72	1279.48
186	6.17	2122.28	2269.38	2040.83	2108.49	2066.43	1316.49	1401.2	1359.67	1238.64	1283.02
191	6.33	2127.73	2278.43	2046.56	2117.18	2067.54	1325.75	1416.46	1371.73	1250.25	1285.16
196	6.5	2131.62	2286.56	2054.04	2123.86	2070.57	1335.36	1430.95	1384.91	1261.36	1289.62
201	6.67	2134.55	2294.03	2066.61	2131.7	2073.96	1343.33	1445.33	1400.51	1274.15	1295.47
206	6.83	2138.23	2299.47	2078.3	2142.26	2077.36	1354.89	1457.2	1415.63	1288.11	1301.13
211	7	2143.03	2303.71	2086.66	2149.57	2080.19	1366.07	1469.98	1429.11	1299.72	1307.15
216	7.17	2147.64	2303.82	2095.2	2157.17	2082.45	1376.6	1482.85	1443.25	1313.4	1315.66
221	7.33	2151.98	2297.63	2100.27	2160.38	2085.47	1387.26	1496.32	1451.75	1325.47	1324.34
226	7.5	2155.66	2291.53	2109.74	2160.38	2089.83	1396.23	1507.36	1466.98	1330.19	1334.91
231	7.67	2160.38	2284.45	2117.33	2169.81	2095.98	1405.66	1518.25	1477.89	1349.06	1346.39
236	7.83	2165.09	2278.11	2124.94	2169.81	2098.72	1415.09	1527.71	1490.95	1358.49	1354.78
241	8	2165.09	2271.28	2130.37	2169.81	2100.91	1424.53	1541.09	1500.66	1363.21	1361.86
246	8.17	2165.09	2266.75	2135.27	2160.38	2103.6	1429.25	1550.15	1511.79	1377.36	1372.64
251	8.33	2165.09	2263.14	2139.15	2155.66	2107.19	1438.68	1559.3	1521.5	1382.08	1386.14
256	8.5	2160.38	2258.31	2142.15	2150.94	2108.49	1448.11	1570.31	1531.62	1386.79	1395.05
