1	0	2443.13	664.86
2	0.03	2445.5	659.82
3	0.07	2447.87	655.61
4	0.1	2449.75	651.41
5	0.13	2452.42	647.1
6	0.17	2456.21	641.25
7	0.2	2458.64	636.15
8	0.23	2459.34	633.55
9	0.27	2460.98	630.33
10	0.3	2462.16	627.73
11	0.33	2463.8	624.94
12	0.37	2465.68	620.68
13	0.4	2467.33	616.28
14	0.43	2467.82	614.13
15	0.47	2469.89	609.98
16	0.5	2470.95	607.31
17	0.53	2471.56	604.86
18	0.57	2473.39	599.71
19	0.6	2475.51	593.52
20	0.63	2476.71	590.95
21	0.67	2477.19	589.31
22	0.7	2478.81	586.01
23	0.73	2480.51	582.17
24	0.77	2481.38	579.05
25	0.8	2482.32	574.92
26	0.83	2484.13	571.59
27	0.87	2484.99	569.87
28	0.9	2486.62	565.2
29	0.93	2487.64	562.63
30	0.97	2489.25	558.51
31	1	2491.37	554.12
32	1.03	2492.89	551.07
33	1.07	2494.08	547.73
34	1.1	2495.43	543.33
35	1.13	2495.09	541.98
36	1.17	2495.26	538.83
37	1.2	2495.26	535.38
38	1.23	2495.34	533.58
39	1.27	2494.85	529.01
40	1.3	2494.12	526.07
41	1.33	2493.57	523.7
42	1.37	2491.56	519.62
43	1.4	2490.52	517.13
44	1.43	2491.31	517.11
45	1.47	2490.18	515.06
46	1.5	2487.99	511.85
47	1.53	2486.12	508.63
48	1.57	2484.49	505.17
49	1.6	2482.32	502.37
50	1.63	2481.83	501.38
51	1.67	2480.96	499.26
52	1.7	2478.84	496
53	1.73	2477.97	493.77
54	1.77	2476.61	491.45
55	1.8	2475.26	489.29
56	1.83	2474.75	488.15
57	1.87	2473.93	485.86
58	1.9	2472.83	484.52
59	1.93	2469.87	479.69
60	1.97	2468.63	477.54
61	2	2466.64	475.39
62	2.03	2465.64	473.93
63	2.07	2463.93	471.65
64	2.1	2462.66	469.52
65	2.13	2459.35	465.73
66	2.17	2458.93	464.85
67	2.2	2457.06	462.56
68	2.23	2455.5	461.47
69	2.27	2453.4	458.66
70	2.3	2451.87	457.59
71	2.33	2450.24	455.89
72	2.37	2447.08	452.21
73	2.4	2445.5	451.15
74	2.43	2444.62	449.71
75	2.47	2443.82	449.32
76	2.5	2442.43	448.42
77	2.53	2442.56	447.79
78	2.57	2439.45	444.84
79	2.6	2438.31	444.43
80	2.63	2437.51	442.65
81	2.67	2435.49	440.89
82	2.7	2433.07	438.45
83	2.73	2432.28	437.6
84	2.77	2429.14	434.95
85	2.8	2427.4	433
86	2.83	2424.78	429.65
87	2.87	2423.26	428
88	2.9	2422.96	427.12
89	2.93	2421.03	425.13
90	2.97	2418.25	422.1
91	3	2416.93	420.22
92	3.03	2415.44	419.26
93	3.07	2413.74	417.65
94	3.1	2413.11	414.8
95	3.13	2411.08	411.95
96	3.17	2411.1	409.48
97	3.2	2410.62	408.43
98	3.23	2411.14	406.4
99	3.27	2412.65	405.54
100	3.3	2414.26	404.2
101	3.33	2418.79	401.23
102	3.37	2423.21	399.9
103	3.4	2428.85	398.36
104	3.43	2436.72	397.96
105	3.47	2445.5	397.66
106	3.5	2452.25	397.96
107	3.53	2457.96	397.93
108	3.57	2463.35	397.63
109	3.6	2467.04	397.39
110	3.63	2474.2	397.58
111	3.67	2481.52	397.51
112	3.7	2489.77	396.72
113	3.73	2498.19	396.29
114	3.77	2509.48	395.73
115	3.8	2513.27	395.89
116	3.83	2518.73	396.27
117	3.87	2524.98	397.02
118	3.9	2531.69	398.25
119	3.93	2539.52	399.02
120	3.97	2545.51	399.9
121	4	2551.69	401.26
122	4.03	2561.27	403.01
123	4.07	2568.23	403.82
124	4.1	2576.62	405.13
125	4.13	2586.62	407.32
126	4.17	2592.67	408.83
127	4.2	2598.6	410.26
128	4.23	2603.87	412.52
129	4.27	2609	414.51
130	4.3	2612.1	416.33
131	4.33	2618.29	422
132	4.37	2621.23	424.08
133	4.4	2623.04	427.82
134	4.43	2625.91	431.6
135	4.47	2627.32	435.73
136	4.5	2628.55	440.91
137	4.53	2630.92	446.39
138	4.57	2631.82	451.86
139	4.6	2632.83	454.6
140	4.63	2634.36	459.95
141	4.67	2635.92	464.58
142	4.7	2638.47	470.17
143	4.73	2640.79	476.3
144	4.77	2643.08	484.39
145	4.8	2644.22	491.09
146	4.83	2645.11	494.7
147	4.87	2646.08	498.75
148	4.9	2647.77	507.11
149	4.93	2648.56	512.76
150	4.97	2650.14	518.45
151	5	2650.62	522.51
152	5.03	2650.79	525.44
153	5.07	2652.18	530.11
154	5.1	2653.65	536.04
155	5.13	2656.04	544.88
156	5.17	2658.29	553.4
157	5.2	2658.18	558.06
158	5.23	2658.91	564.99
159	5.27	2659.17	569.8
160	5.3	2659.49	576.19
161	5.33	2660.06	581.93
162	5.37	2660.45	587.98
163	5.4	2661.7	592.28
164	5.43	2662.88	598.4
165	5.47	2664.59	606.5
166	5.5	2666.22	613.68
167	5.53	2667.82	622.15
168	5.57	2668.74	631.31
169	5.6	2668.8	636.6
170	5.63	2669.3	641.39
171	5.67	2669.67	647.39
172	5.7	2670.12	654.9
173	5.73	2670.62	661.14
174	5.77	2672.6	671.83
175	5.8	2674.36	681.22
176	5.83	2674.72	688.94
177	5.87	2675.47	694.91
178	5.9	2675.81	702.32
179	5.93	2675.69	711.98
180	5.97	2675.66	718.31
181	6	2675.92	722.75
182	6.03	2676.04	727.44
183	6.07	2675.87	734.29
184	6.1	2675.85	739.34
185	6.13	2676.15	747.01
186	6.17	2677.45	759.78
187	6.2	2678.32	769.85
188	6.23	2678.25	776.99
189	6.27	2677.1	786.61
190	6.3	2676.68	794.13
191	6.33	2676.39	800.58
192	6.37	2675.69	809.88
193	6.4	2675.85	814.67
194	6.43	2676.42	819.31
195	6.47	2676.54	826.54
196	6.5	2676.96	833.35
197	6.53	2677.07	843.87
198	6.57	2676.73	851.21
199	6.6	2676.66	859.24
200	6.63	2676.18	865.31
201	6.67	2676.15	871.41
202	6.7	2674.46	878.99
203	6.73	2673.66	887.34
204	6.77	2673.36	891.49
205	6.8	2673.52	898.64
206	6.83	2673.28	904.13
207	6.87	2673.18	912.85
208	6.9	2672.76	921.35
209	6.93	2671.89	928.3
210	6.97	2671.58	934.67
211	7	2670.19	941.31
212	7.03	2669	948.41
213	7.07	2668.25	954.26
214	7.1	2667.14	959.66
215	7.13	2665.47	966.71
216	7.17	2664.05	973.29
217	7.2	2663.51	978.26
218	7.23	2662.35	984.91
219	7.27	2660.58	992.74
220	7.3	2658.14	999.58
221	7.33	2654.26	1006.47
222	7.37	2648.25	1014.07
223	7.4	2644.16	1015.93
224	7.43	2637.84	1020.14
225	7.47	2629.93	1024.37
226	7.5	2622.7	1028.17
227	7.53	2613.27	1033.49
228	7.57	2606.48	1038.07
229	7.6	2601.26	1041.23
230	7.63	2591.12	1046.82
231	7.67	2580.75	1050.49
232	7.7	2563.79	1055.36
233	7.73	2555.88	1059.24
234	7.77	2546.48	1064.35
