1	0	13220.49	12652.33
2	0.01	13193.56	12758.01
3	0.02	13161.9	12873.04
4	0.03	13132.63	12988.83
5	0.03	13106.57	13098.46
6	0.04	13083.5	13195.88
7	0.05	13059.9	13291.97
8	0.06	13033.76	13397.06
9	0.07	13006.95	13504.76
10	0.07	12982.71	13608.1
11	0.08	12962.12	13707.81
12	0.09	12943.19	13804.17
13	0.1	12925.02	13897.67
14	0.11	12909.28	13988.85
15	0.12	12894.87	14080.03
16	0.13	12879.81	14175.37
17	0.13	12867.1	14266.78
18	0.14	12859.82	14344.87
19	0.15	12855.69	14422.21
20	0.16	12852.1	14512.83
21	0.17	12850.68	14606.46
22	0.17	12854.37	14688.15
23	0.18	12864.26	14760.89
24	0.19	12880.02	14830.83
25	0.2	12900.68	14894.21
26	0.21	12925.46	14950.81
27	0.22	12954.76	15005.24
28	0.23	12989.11	15055.79
29	0.23	13028.55	15100.27
30	0.24	13072.74	15140.67
31	0.25	13120.61	15177.48
32	0.26	13171.38	15209.42
33	0.27	13224	15236.18
34	0.28	13276.02	15258.92
35	0.28	13324.71	15279.33
36	0.29	13371.02	15298.82
37	0.3	13421.8	15318.1
38	0.31	13481.17	15336.58
39	0.32	13541.85	15353.33
40	0.33	13593.79	15367.78
41	0.33	13636.61	15379.59
42	0.34	13677.57	15390.52
43	0.35	13722.4	15403.07
44	0.36	13772.2	15417.59
45	0.37	13823.42	15433.01
46	0.38	13868.66	15447.15
47	0.38	13906.68	15459
48	0.39	13944.48	15470.45
49	0.4	13986.66	15483.86
50	0.41	14035.55	15501.29
51	0.42	14087.16	15520.89
52	0.42	14129.12	15536.44
53	0.43	14160.84	15547.24
54	0.44	14194.64	15558.73
55	0.45	14234.95	15572.98
56	0.46	14277.11	15588.29
57	0.47	14318.53	15603.95
58	0.47	14358.91	15619.69
59	0.48	14396	15634.28
60	0.49	14429.5	15647.78
61	0.5	14463.6	15661.68
62	0.51	14501.31	15676.69
63	0.52	14542.06	15692.66
64	0.53	14581.63	15708.25
65	0.53	14614.44	15721.18
66	0.54	14642.94	15732.79
67	0.55	14675.68	15746.52
68	0.56	14712.31	15761.38
69	0.57	14744.78	15773.72
70	0.57	14771.92	15782.11
71	0.58	14800.13	15787.54
72	0.59	14831.56	15792.22
73	0.6	14861.72	15798.36
74	0.61	14888.08	15805.81
75	0.62	14914.53	15812.1
76	0.63	14945.88	15815.62
77	0.63	14978.91	15816.63
78	0.64	15006.53	15815.99
79	0.65	15029.72	15814.37
80	0.66	15053.55	15811.16
81	0.67	15080.77	15804.28
82	0.68	15112.5	15793.63
83	0.68	15146.43	15781.79
84	0.69	15180.26	15768.29
85	0.7	15213.54	15751.5
86	0.71	15245.14	15733.21
87	0.72	15276.48	15714.61
88	0.72	15308.66	15695.77
89	0.73	15338.55	15677.21
90	0.74	15364.75	15658.79
91	0.75	15390.07	15640.83
92	0.76	15418.45	15623.33
93	0.77	15450.82	15605.67
94	0.78	15483.27	15588.08
95	0.78	15510.93	15572.06
96	0.79	15532.59	15559.15
97	0.8	15554.6	15547.22
98	0.81	15585.06	15531.83
99	0.82	15622.21	15512.7
100	0.82	15657.15	15494.15
101	0.83	15685.15	15479.58
102	0.84	15707.88	15468.29
103	0.85	15730.26	15456.9
104	0.86	15758.39	15442.34
105	0.87	15792.91	15425.06
106	0.88	15828.07	15406.91
107	0.88	15862.13	15387.68
108	0.89	15895.31	15368.62
109	0.9	15923.53	15352.73
110	0.91	15947.78	15338.81
111	0.92	15974.73	15323.69
112	0.92	16003.54	15309.23
113	0.93	16028.83	15298.21
114	0.94	16053.6	15287.52
115	0.95	16083.88	15273.54
116	0.96	16117.84	15258.44
117	0.97	16151.17	15245.65
118	0.97	16183.15	15234.77
119	0.98	16214.64	15223.13
120	0.99	16249.65	15208.05
121	1	16292.11	15188.32
122	1.01	16339.28	15164.49
123	1.02	16386.19	15139.19
124	1.02	16429.56	15115.61
125	1.03	16470.77	15091.12
126	1.04	16515.46	15059.84
127	1.05	16563.31	15023.67
128	1.06	16609.33	14988.47
129	1.07	16652.44	14955.66
130	1.08	16693.58	14925.93
131	1.08	16735.79	14898.86
132	1.09	16782.83	14870.88
133	1.1	16833.07	14839.9
134	1.11	16885.31	14805.03
135	1.12	16939.6	14767.82
136	1.13	16990.62	14733.44
137	1.13	17037.06	14700.82
138	1.14	17085.74	14662.71
139	1.15	17138.81	14619.17
140	1.16	17191.44	14577.21
141	1.17	17242.06	14538.41
142	1.18	17292.72	14499.24
143	1.18	17341.35	14459.77
144	1.19	17384.64	14422.1
145	1.2	17424.44	14385.26
146	1.21	17465.07	14343.26
147	1.22	17506.67	14291.33
148	1.23	17543.11	14236.13
149	1.23	17569.4	14186.67
150	1.24	17587.79	14141.26
151	1.25	17602.76	14094.67
152	1.26	17615.44	14045.48
153	1.27	17623.61	13992.2
154	1.27	17625	13934.25
155	1.28	17621.55	13879.71
156	1.29	17617.32	13836
157	1.3	17612.51	13797.23
158	1.31	17604.6	13755.86
159	1.32	17594.19	13713
160	1.33	17584.45	13672.37
161	1.33	17575.53	13633.34
162	1.34	17564.53	13591.67
163	1.35	17551.64	13547.8
164	1.36	17539.79	13506.8
165	1.37	17529.01	13470.39
166	1.38	17517.88	13437.16
167	1.38	17506.97	13405.39
168	1.39	17497.62	13373.2
169	1.4	17490.54	13339.33
170	1.41	17484.96	13303.79
171	1.42	17478.43	13268.05
172	1.43	17469.22	13232.85
173	1.43	17458.98	13198.62
174	1.44	17450.88	13167.45
175	1.45	17445.91	13137.68
176	1.46	17443.29	13103.89
177	1.47	17442.16	13065.71
178	1.48	17441.84	13026.98
179	1.48	17441.43	12991.64
180	1.49	17440.31	12963.23
181	1.5	17439.37	12940.34
182	1.51	17439.62	12917.47
183	1.52	17440.6	12893.45
184	1.52	17442.28	12870.68
185	1.53	17445.7	12848.72
186	1.54	17450.76	12825.41
187	1.55	17456.56	12800.97
188	1.56	17463.19	12778.29
189	1.57	17471.09	12758.51
190	1.58	17479.77	12740.25
191	1.58	17487.79	12725.05
