500	0	1512.8	1541	1726.42	1578.79	1608.49	1595.86	1688.68	1830.19	1859.01	1740.57
505	0.17	1499.87	1524.92	1716.98	1580.35	1603.77	1583.2	1675.96	1820.75	1853.3	1731.13
510	0.33	1486.54	1511.43	1715.51	1581.96	1592.91	1568.15	1664.2	1811.32	1843.9	1720.61
515	0.5	1474.77	1497.46	1709.61	1583.46	1586.36	1553.38	1651.9	1798.05	1831.86	1709.94
520	0.67	1464.97	1484.08	1699.11	1583.54	1581.21	1538.59	1639.66	1782.97	1818.33	1699.35
525	0.83	1457.25	1471.82	1684.43	1581.94	1575.82	1524.18	1627.81	1767.26	1804.9	1688.71
530	1	1451.26	1461.12	1669.24	1579.53	1569.94	1510.35	1616.02	1751.52	1792.15	1678.22
535	1.17	1446.78	1452.03	1655.92	1576.28	1563.69	1497.66	1603.78	1737.18	1779.78	1668.08
540	1.33	1443.48	1444.23	1643.73	1570.33	1556.47	1486.38	1591.27	1724.74	1766.1	1657.37
545	1.5	1440.76	1437	1631.7	1560.29	1548.44	1475.81	1578.39	1713.7	1750.14	1645.69
550	1.67	1438.23	1429.97	1620.43	1547.85	1540.4	1464.86	1564.42	1703.94	1733.28	1633.87
555	1.83	1436	1423.93	1610.5	1536.31	1532.21	1453.28	1549.67	1695.02	1717.43	1622.44
560	2	1434.97	1419.44	1601.57	1526.71	1522.99	1442.42	1534.4	1685.98	1702.98	1610.94
565	2.17	1436.37	1415.42	1593.39	1518	1513.22	1433.3	1517.38	1676.67	1689.23	1598.62
570	2.33	1441.54	1410.66	1585.78	1509.47	1504.58	1424.36	1498.81	1666.79	1675.86	1584.85
575	2.5	1451.84	1405.39	1578.55	1501.02	1497.97	1412.94	1480.24	1654.87	1662.07	1569.25
580	2.67	1466.3	1400.36	1572.4	1492.66	1493.11	1398.39	1461.44	1640.67	1647	1552.32
585	2.83	1481.56	1396.58	1567.99	1484.74	1489.52	1381.99	1441.44	1626.13	1631.35	1534.96
590	3	1496.1	1396.18	1564.76	1477.38	1487.52	1364.34	1420.79	1612.37	1615.93	1517.71
